LocationTitle,AddressStreetInfo,City,State,Zipcode,Details,Latitude,Longitude,GroupTitle,Day,Start,End,Meeting_Type
"Columbia Presbyterian Hospital",701 West 168th Street @ Fort Washington Avenue,New York,NY,10032,"701 West 168th Street @ Fort Washington Avenue,Hammer Health & Science Library NY 10032",40.8424566,-73.9424508,10,"a new way of living",Tuesdays,12:00 PM,1:00 PM,B
"Columbia Presbyterian Hospital",701 West 168th Street @ Fort Washington Avenue,New York,NY,10032,"701 West 168th Street @ Fort Washington Avenue,Hammer Health & Science Library NY 10032",40.8424566,-73.9424508,10,"a new way of living",Wednesdays,12:00 PM,1:00 PM,C
"Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,Betw Bway & Fort Washington Avenue,NY 10033",40.8492702,-73.9382266,10,"bridge to sobriety (:i)",Mondays,10:00 AM,11:00 AM,OD
"Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,Betw Bway & Fort Washington Avenue,NY 10033",40.8492702,-73.9382266,10,"bridge to sobriety (:i)",Tuesdays,10:00 AM,11:00 AM,B
"Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,Betw Bway & Fort Washington Avenue,NY 10033",40.8492702,-73.9382266,10,"bridge to sobriety (:i)",Wednesdays,10:00 AM,11:00 AM,BB
"Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,Betw Bway & Fort Washington Avenue,NY 10033",40.8492702,-73.9382266,10,"bridge to sobriety (:i)",Thursdays,10:00 AM,11:00 AM,S
"Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,Betw Bway & Fort Washington Avenue,NY 10033",40.8492702,-73.9382266,10,"bridge to sobriety (:i)",Fridays,10:00 AM,11:00 AM,OD
"Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,Betw Bway & Fort Washington Avenue,NY 10033",40.8492702,-73.9382266,10,"bridge to sobriety (:ii)",Sundays,10:00 AM,11:00 AM,S
"Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,Betw Bway & Fort Washington Avenue,NY 10033",40.8492702,-73.9382266,10,"washington heights                  (:i)",Tuesdays,7:30 PM,8:30 PM,O
"St. Jude's School",431 West 204th Street,New York,NY,10034,"431 West 204th Street,Basement,Off of 10th Avenue,NY 10034",40.8620966104922,-73.9190004613749,10,"dyckman",Sundays,12:00 PM,1:00 PM,O
"St. Jude's School",431 West 204th Street,New York,NY,10034,"431 West 204th Street,Basement,Off of 10th Avenue,NY 10034",40.8620966104922,-73.9190004613749,10,"dyckman",Wednesdays,7:00 PM,8:00 PM,S
"Church of the Intercession",550 West 155th Street,New York,NY,10032,"550 West 155th Street,2nd Floor Guild Room,Betw Amsterdam Avenue & Bway,NY 10032",40.8321897,-73.945059,10,"found-a-way",Saturdays,12:30 PM,2:00 PM,C
"Casita Esperanza",557 West 156th Street,New York,NY,10032,"557 West 156th Street,NY 10032",40.8333254,-73.9446563,10,"grupo despertar",Wednesdays,8:00 PM,10:00 PM,C
"Casita Esperanza",557 West 156th Street,New York,NY,10032,"557 West 156th Street,NY 10032",40.8333254,-73.9446563,10,"grupo despertar",Fridays,8:00 PM,10:00 PM,OD
"35 Thayer Street",35 Thayer Street,New York,NY,10040,"35 Thayer Street,Basement,@ 200th Street,behind Dyckman Avenue,NY 10040",40.8626147,-73.9263819,10,"grupo la flama panamericana",Sundays,5:00 PM,7:00 PM,O
"35 Thayer Street",35 Thayer Street,New York,NY,10040,"35 Thayer Street,Basement,@ 200th Street,behind Dyckman Avenue,NY 10040",40.8626147,-73.9263819,10,"grupo la flama panamericana",Tuesdays,8:00 PM,10:00 PM,O
"35 Thayer Street",35 Thayer Street,New York,NY,10040,"35 Thayer Street,Basement,@ 200th Street,behind Dyckman Avenue,NY 10040",40.8626147,-73.9263819,10,"grupo la flama panamericana",Thursdays,8:00 PM,10:00 PM,O
"35 Thayer Street",35 Thayer Street,New York,NY,10040,"35 Thayer Street,Basement,@ 200th Street,behind Dyckman Avenue,NY 10040",40.8626147,-73.9263819,10,"grupo la flama panamericana",Saturdays,8:00 PM,10:00 PM,O
"Episcopal Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,1st Floor,NY 10033",40.8492702,-73.9382266,10,"grupo libertad",Tuesdays,7:30 PM,8:30 PM,BB
"Episcopal Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,1st Floor,NY 10033",40.8492702,-73.9382266,10,"grupo libertad",Thursdays,7:30 PM,8:30 PM,BB
"Episcopal Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,1st Floor,NY 10033",40.8492702,-73.9382266,10,"grupo libertad",Thursdays,9:30 PM,10:30 AM,C
"Episcopal Holy Rood Church",715 West 179th Street,New York,NY,10033,"715 West 179th Street,1st Floor,NY 10033",40.8492702,-73.9382266,10,"grupo libertad",Tuesdays,9:30 PM,10:30 PM,C
"Church Santa Rosa de Lima",502 West165th Street,New York,NY,10032,"502 West165th Street,Basement,Betw. St. Nicholas & Amsterdam Avenues,NY 10032",40.83668,-73.939944,10,"grupo recuperacion",Sundays,2:30 PM,3:30 PM,O
"Church Santa Rosa de Lima",502 West165th Street,New York,NY,10032,"502 West165th Street,Basement,Betw. St. Nicholas & Amsterdam Avenues,NY 10032",40.83668,-73.939944,10,"grupo recuperacion",Tuesdays,8:00 PM,9:00 PM,C
"Church Santa Rosa de Lima",502 West165th Street,New York,NY,10032,"502 West165th Street,Basement,Betw. St. Nicholas & Amsterdam Avenues,NY 10032",40.83668,-73.939944,10,"grupo recuperacion",Thursdays,8:00 PM,9:00 PM,O
"Our Lady Queen of Martyrs",91 Arden Street,New York,NY,10034,"91 Arden Street,2 blocks South of Dyckman Street,Betw. Broadway & Sherman Avenue,NY 10034",40.8639073,-73.9282532,10,"grupo un nuevo amanecer",Mondays,8:00 PM,9:00 PM,C
"Our Lady Queen of Martyrs",91 Arden Street,New York,NY,10034,"91 Arden Street,2 blocks South of Dyckman Street,Betw. Broadway & Sherman Avenue,NY 10034",40.8639073,-73.9282532,10,"grupo un nuevo amanecer",Fridays,8:00 PM,9:00 PM,OD
"Our Lady Queen of Martyrs",91 Arden Street,New York,NY,10034,"91 Arden Street,2 blocks South of Dyckman Street,Betw. Broadway & Sherman Avenue,NY 10034",40.8639073,-73.9282532,10,"upper manhattan",Thursdays,7:30 PM,8:30 PM,OD
"Holy Trinity Episcopal Church",20 Cumming Street,New York,NY,10034,"20 Cumming Street,@Seaman Ave. 10034",40.8664723,-73.9264521,10,"happy destiny",Sundays,7:30 PM,8:30 PM,C
"Holy Trinity Episcopal Church",20 Cumming Street,New York,NY,10034,"20 Cumming Street,@Seaman Ave. 10034",40.8664723,-73.9264521,10,"happy destiny",Wednesdays,7:30 PM,8:30 PM,B
"Mount Washington Presbyterian Church",84 Vermilyea Avenue,New York,NY,10034,"84 Vermilyea Avenue,@ 204th Street,1 Block East of Broadway,NY 10034",40.86596,-73.9231447,10,"inwood fort tryon",Saturdays,11:00 AM,12:00 PM,B
"Mount Washington Presbyterian Church",84 Vermilyea Avenue,New York,NY,10034,"84 Vermilyea Avenue,@ 204th Street,1 Block East of Broadway,NY 10034",40.86596,-73.9231447,10,"inwood fort tryon",Saturdays,11:00 AM,12:00 PM,C
"Mount Washington Presbyterian Church",84 Vermilyea Avenue,New York,NY,10034,"84 Vermilyea Avenue,@ 204th Street,1 Block East of Broadway,NY 10034",40.86596,-73.9231447,10,"inwood fort tryon",Tuesdays,12:30 PM,1:30 PM,C
"Church of the Good Shepherd",620 Isham Street,New York,NY,10034,"620 Isham Street,Betw Cooper Street & Seaman Avenue,NY 10034",40.7430963,-73.9780494,10,"isham park",Mondays,8:00 PM,9:00 PM,C
"Church of the Good Shepherd",620 Isham Street,New York,NY,10034,"620 Isham Street,Betw Cooper Street & Seaman Avenue,NY 10034",40.7430963,-73.9780494,10,"saturday east",Saturdays,4:00 PM,5:00 PM,C
"COATHA Church on the Hill Senior Center",2005 Amsterdam Avenue,New York,NY,10032,"2005 Amsterdam Avenue,@ 159th Street 10032",40.8342553,-73.9407968,10,"progress not perfection",Fridays,7:30 PM,8:30 PM,OD
"Our Saviour's Atonement Lutheran Church",178 Bennett Avenue,New York,NY,10040,"178 Bennett Avenue,2nd Floor,Lorenz Library,@ 189th Street,10040",40.8560069,-73.9342762,10,"the men upstairs",Mondays,8:00 PM,9:00 PM,C
"Our Saviour's Atonement Church",178 Bennett Avenue,New York,NY,10040,"178 Bennett Avenue,2nd Floor,@ 189th Street,South Entrance NY 10040",40.8560069,-73.9342762,10,"the missing link",Fridays,7:00 PM,8:00 PM,BB
"Holy Trinity Church",20 Cummings Street,New York,NY,10034,"20 Cummings Street,Betw. Broadway & Seaman Avenue,NY 10034",40.7760114,-73.9550312,10,"uptown saturday night",Saturdays,7:00 PM,8:00 PM,C
"Holy Trinity Church",20 Cummings Street,New York,NY,10034,"20 Cummings Street,Betw. Broadway & Seaman Avenue,NY 10034",40.7760114,-73.9550312,10,"trinity",Fridays,7:00 PM,8:00 PM,S
"Holy Trinity Church",20 Cummings Street,New York,NY,10034,"20 Cummings Street,Betw. Broadway & Seaman Avenue,NY 10034",40.7760114,-73.9550312,10,"trinity",Tuesdays,7:15 PM,8:15 PM,B
"Holy Trinity Church",20 Cummings Street,New York,NY,10034,"20 Cummings Street,Betw. Broadway & Seaman Avenue,NY 10034",40.7760114,-73.9550312,10,"trinity",Fridays,8:30 PM,9:30 PM,B
"Holy Trinity Church",20 Cummings Street,New York,NY,10034,"20 Cummings Street,Betw. Broadway & Seaman Avenue,NY 10034",40.7760114,-73.9550312,10,"trinity",Tuesdays,8:30 PM,9:30 PM,C
"Holy Trinity Church",20 Cummings Street,New York,NY,10034,"20 Cummings Street,Betw. Broadway & Seaman Avenue,NY 10034",40.7760114,-73.9550312,10,"women west aa",Fridays,7:00 PM,8:00 PM,C
"Cornerstone Center",189th Street & Bennett Avenue,New York,NY,10040,"189th Street & Bennett Avenue,Kitchen,@ North Building,NY 10040",40.8560069,-73.9342762,10,"washington heights                 (:ii)",Thursdays,7:30 PM,8:30 PM,C
"Cornerstone Center",189th Street & Bennett Avenue,New York,NY,10040,"189th Street & Bennett Avenue,Kitchen,@ North Building,NY 10040",40.8560069,-73.9342762,10,"women's nite",Mondays,7:30 PM,8:30 PM,BB
"The Corner Stone Center",178 Bennett Avenue,New York,NY,10040,"178 Bennett Avenue,2nd Floor,@ 189th Street,10040",40.8560069,-73.9342762,10,"what we are like now",Sundays,6:00 PM,7:00 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"aa literature",Sundays,6:15 PM,7:15 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"courage to change",Sundays,12:45 PM,1:45 PM,S
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"courage to change",Sundays,6:15 PM,7:15 PM,B
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"courage to change",Sundays,6:15 PM,7:15 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"courage to change",Mondays,6:15 PM,7:15 PM,B
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"courage to change",Tuesdays,6:15 PM,7:15 PM,B
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"courage to change",Tuesdays,6:15 PM,7:15 PM,S
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"courage to change",Wednesdays,6:15 PM,7:15 PM,BB
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"courage to change",Wednesdays,6:15 PM,7:15 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"courage to change",Thursdays,6:15 PM,7:15 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"courage to change",Fridays,6:15 PM,7:15 PM,B
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"courage to change",Fridays,7:30 PM,8:30 PM,OD
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"grupo brasil",Wednesdays,8:00 PM,9:00 PM,S
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"grupo brasil",Fridays,8:00 PM,9:00 PM,OD
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Tuesdays,6:15 AM,7:15 AM,BB
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Thursdays,7:30 AM,8:30 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Wednesdays,7:30 AM,8:30 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Thursdays,7:30 AM,8:30 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Wednesdays,7:30 AM,8:30 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Tuesdays,7:30 AM,8:30 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Mondays,7:30 AM,8:30 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Tuesdays,7:30 AM,8:30 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Sundays,7:30 AM,8:30 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Mondays,7:30 AM,8:30 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Fridays,7:30 AM,8:30 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Thursdays,7:30 AM,8:30 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Saturdays,8:00 AM,9:00 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Saturdays,8:00 AM,9:00 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Thursdays,8:00 AM,9:00 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Sundays,8:15 AM,9:15 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Thursdays,9:30 AM,10:30 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Wednesdays,9:30 AM,10:30 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Tuesdays,9:30 AM,10:30 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Mondays,9:30 AM,10:30 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Sundays,9:30 AM,10:30 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Sundays,9:30 AM,10:30 AM,S
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Saturdays,9:30 AM,10:30 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Fridays,9:30 AM,10:30 AM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Saturdays,10:00 AM,11:00 AM,BB
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Sundays,11:00 AM,12:00 PM,BB
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Fridays,11:30 AM,12:30 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Thursdays,11:30 AM,12:30 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Wednesdays,11:30 AM,12:30 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Tuesdays,11:30 AM,12:30 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Mondays,11:30 AM,12:30 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Saturdays,12:45 PM,1:45 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Fridays,12:45 PM,1:45 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Thursdays,12:45 PM,1:45 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Wednesdays,12:45 PM,1:45 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Tuesdays,12:45 PM,1:45 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Mondays,12:45 PM,1:45 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Sundays,12:45 PM,1:45 PM,S
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Sundays,3:00 PM,4:00 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Fridays,3:15 PM,4:15 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Thursdays,3:15 PM,4:15 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Wednesdays,3:15 PM,4:15 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Tuesdays,3:15 PM,4:15 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Mondays,3:15 PM,4:15 PM,C
"122 East 37th Street",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Basement,Betw Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,05,"mustard seed",Saturdays,5:30 PM,6:30 PM,B
